Tarikh,Waktu,Negeri,Kawasan,API
10/1/2014,1:00PM,Selangor,Shah Alam,40
10/1/2014,1:00PM,Selangor,Kuala Selangor,19
10/1/2014,1:00PM,Wilayah Persekutuan,"Batu Muda,Kuala Lumpur",30
10/1/2014,1:00PM,Wilayah Persekutuan,"Cheras,Kuala Lumpur",24
10/1/2014,1:00PM,Wilayah Persekutuan,Putrajaya,34
10/1/2014,1:00PM,Wilayah Persekutuan,Labuan,27
10/1/2014,1:00PM,Negeri Sembilan,Nilai,44
10/1/2014,1:00PM,Negeri Sembilan,Seremban,20
10/1/2014,1:00PM,Negeri Sembilan,Port Dickson,35
10/1/2014,1:00PM,Melaka,Bukit Rambai,54
10/1/2014,1:00PM,Melaka,Bandaraya Melaka,16
10/1/2014,1:00PM,Johor,Pasir Gudang,40
10/1/2014,1:00PM,Johor,Larkin Lama,41
10/1/2014,1:00PM,Johor,Muar,49
10/1/2014,1:00PM,Johor,Kota Tinggi,31
10/1/2014,1:00PM,Kelantan,Tanah Merah ,34
10/1/2014,1:00PM,Kelantan,"SMK Tanjung Chat, Kota Bharu",28
10/1/2014,1:00PM,Terengganu,Kemaman,37
10/1/2014,1:00PM,Terengganu,Paka,30
10/1/2014,1:00PM,Terengganu,Kuala Terengganu,20
10/1/2014,1:00PM,Pahang,Jerantut,14
10/1/2014,1:00PM,Pahang,"Indera Mahkota, Kuantan",27
10/1/2014,1:00PM,Pahang,"Balok Baru, Kuantan",40
10/1/2014,1:00PM,Sarawak,Kuching,27
10/1/2014,1:00PM,Sarawak,Sibu,30
10/1/2014,1:00PM,Sarawak,Bintulu,22
10/1/2014,1:00PM,Sarawak,Miri,35
10/1/2014,1:00PM,Sarawak,ILP Miri,16
10/1/2014,1:00PM,Sarawak,Sarikei,28
10/1/2014,1:00PM,Sarawak,Limbang,33
10/1/2014,1:00PM,Sarawak,Sri Aman,22
10/1/2014,1:00PM,Sarawak,Kapit,23
10/1/2014,1:00PM,Sabah,Kota Kinabalu,34
10/1/2014,1:00PM,Sabah,Tawau,31
10/1/2014,1:00PM,Sabah,Keningau,39
10/1/2014,1:00PM,Sabah,Sandakan,41
11/1/2014,1:00PM,Perlis,Kangar,46
11/1/2014,1:00PM,Kedah,"Bakar Arang, Sg. Petani",49
11/1/2014,1:00PM,Pulau Pinang,USM,24
11/1/2014,1:00PM,Pulau Pinang,Perai,22
11/1/2014,1:00PM,Pulau Pinang,"Seberang Jaya 2, Perai",23
11/1/2014,1:00PM,Perak,"Jalan Tasek, Ipoh",26
11/1/2014,1:00PM,Perak,"S K Jalan Pegoh, Ipoh",34
11/1/2014,1:00PM,Perak,Seri Manjung,16
11/1/2014,1:00PM,Perak,Tanjung Malim,20
11/1/2014,1:00PM,Selangor,Pelabuhan Kelang,40
11/1/2014,1:00PM,Selangor,Petaling Jaya,34
11/1/2014,1:00PM,Selangor,Banting,45
11/1/2014,1:00PM,Selangor,Shah Alam,48
11/1/2014,1:00PM,Selangor,Kuala Selangor,16
11/1/2014,1:00PM,Wilayah Persekutuan,"Batu Muda,Kuala Lumpur",17
11/1/2014,1:00PM,Wilayah Persekutuan,"Cheras,Kuala Lumpur",37
11/1/2014,1:00PM,Wilayah Persekutuan,Putrajaya,48
11/1/2014,1:00PM,Wilayah Persekutuan,Labuan,32
11/1/2014,1:00PM,Negeri Sembilan,Nilai,51
11/1/2014,1:00PM,Negeri Sembilan,Seremban,25
11/1/2014,1:00PM,Negeri Sembilan,Port Dickson,44
11/1/2014,1:00PM,Melaka,Bukit Rambai,53
11/1/2014,1:00PM,Melaka,Bandaraya Melaka,54
11/1/2014,1:00PM,Johor,Pasir Gudang,27
11/1/2014,1:00PM,Johor,Larkin Lama,23
11/1/2014,1:00PM,Johor,Muar,39
11/1/2014,1:00PM,Johor,Kota Tinggi,19
11/1/2014,1:00PM,Kelantan,Tanah Merah ,22
11/1/2014,1:00PM,Kelantan,"SMK Tanjung Chat, Kota Bharu",38
11/1/2014,1:00PM,Terengganu,Kemaman,22
11/1/2014,1:00PM,Terengganu,Kuala Terengganu,17
11/1/2014,1:00PM,Pahang,"Indera Mahkota, Kuantan",18
11/1/2014,1:00PM,Pahang,"Balok Baru, Kuantan",28
11/1/2014,1:00PM,Sarawak,Kuching,23
11/1/2014,1:00PM,Sarawak,Sibu,27
11/1/2014,1:00PM,Sarawak,Bintulu,30
11/1/2014,1:00PM,Sarawak,Miri,21
11/1/2014,1:00PM,Sarawak,ILP Miri,18
11/1/2014,1:00PM,Sarawak,Sarikei,20
11/1/2014,1:00PM,Sarawak,Limbang,19
11/1/2014,1:00PM,Sarawak,Samarahan,28
11/1/2014,1:00PM,Sarawak,Sri Aman,24
11/1/2014,1:00PM,Sarawak,Kapit,22
11/1/2014,1:00PM,Sabah,Kota Kinabalu,38
11/1/2014,1:00PM,Sabah,Tawau,39
11/1/2014,1:00PM,Sabah,Keningau,31
11/1/2014,1:00PM,Sabah,Sandakan,51
12/1/2014,1:00PM,Perlis,Kangar,51
12/1/2014,1:00PM,Kedah,Langkawi,29
12/1/2014,1:00PM,Kedah,Alor Setar,26
12/1/2014,1:00PM,Kedah,"Bakar Arang, Sg. Petani",50
12/1/2014,1:00PM,Pulau Pinang,USM,29
12/1/2014,1:00PM,Pulau Pinang,Perai,25
12/1/2014,1:00PM,Pulau Pinang,"Seberang Jaya 2, Perai",19
12/1/2014,1:00PM,Perak,"Jalan Tasek, Ipoh",28
12/1/2014,1:00PM,Perak,"S K Jalan Pegoh, Ipoh",30
12/1/2014,1:00PM,Perak,"Kg. Air Putih, Taiping",22
12/1/2014,1:00PM,Perak,Seri Manjung,19
12/1/2014,1:00PM,Perak,Tanjung Malim,32
12/1/2014,1:00PM,Selangor,Pelabuhan Kelang,44
12/1/2014,1:00PM,Selangor,Petaling Jaya,29
12/1/2014,1:00PM,Selangor,Banting,67
12/1/2014,1:00PM,Selangor,Shah Alam,50
12/1/2014,1:00PM,Selangor,Kuala Selangor,29
12/1/2014,1:00PM,Wilayah Persekutuan,"Batu Muda,Kuala Lumpur",13
12/1/2014,1:00PM,Wilayah Persekutuan,"Cheras,Kuala Lumpur",28
12/1/2014,1:00PM,Wilayah Persekutuan,Putrajaya,57
12/1/2014,1:00PM,Wilayah Persekutuan,Labuan,36
12/1/2014,1:00PM,Negeri Sembilan,Nilai,19
12/1/2014,1:00PM,Negeri Sembilan,Seremban,23
12/1/2014,1:00PM,Negeri Sembilan,Port Dickson,33
12/1/2014,1:00PM,Melaka,Bukit Rambai,46
12/1/2014,1:00PM,Melaka,Bandaraya Melaka,31
12/1/2014,1:00PM,Johor,Pasir Gudang,29
12/1/2014,1:00PM,Johor,Larkin Lama,25
12/1/2014,1:00PM,Johor,Muar,32
12/1/2014,1:00PM,Johor,Kota Tinggi,30
12/1/2014,1:00PM,Kelantan,Tanah Merah ,10
12/1/2014,1:00PM,Kelantan,"SMK Tanjung Chat, Kota Bharu",20
12/1/2014,1:00PM,Terengganu,Kemaman,28
12/1/2014,1:00PM,Terengganu,Paka,32
12/1/2014,1:00PM,Terengganu,Kuala Terengganu,18
12/1/2014,1:00PM,Pahang,Jerantut,20
12/1/2014,1:00PM,Pahang,"Indera Mahkota, Kuantan",25
12/1/2014,1:00PM,Pahang,"Balok Baru, Kuantan",32
12/1/2014,1:00PM,Sarawak,Kuching,30
12/1/2014,1:00PM,Sarawak,Sibu,26
12/1/2014,1:00PM,Sarawak,Bintulu,28
12/1/2014,1:00PM,Sarawak,Miri,25
12/1/2014,1:00PM,Sarawak,ILP Miri,14
12/1/2014,1:00PM,Sarawak,Sarikei,26
12/1/2014,1:00PM,Sarawak,Limbang,20
12/1/2014,1:00PM,Sarawak,Samarahan,35
12/1/2014,1:00PM,Sarawak,Sri Aman,21
12/1/2014,1:00PM,Sarawak,Kapit,24
12/1/2014,1:00PM,Sabah,Kota Kinabalu,45
12/1/2014,1:00PM,Sabah,Tawau,24
12/1/2014,1:00PM,Sabah,Keningau,29
12/1/2014,1:00PM,Sabah,Sandakan,35
13/1/2014,1:00PM,Perlis,Kangar,45
13/1/2014,1:00PM,Kedah,Langkawi,24
13/1/2014,1:00PM,Kedah,Alor Setar,31
13/1/2014,1:00PM,Kedah,"Bakar Arang, Sg. Petani",52
13/1/2014,1:00PM,Pulau Pinang,USM,40
13/1/2014,1:00PM,Pulau Pinang,Perai,28
13/1/2014,1:00PM,Pulau Pinang,"Seberang Jaya 2, Perai",31
13/1/2014,1:00PM,Perak,"Jalan Tasek, Ipoh",40
13/1/2014,1:00PM,Perak,"S K Jalan Pegoh, Ipoh",39
13/1/2014,1:00PM,Perak,"Kg. Air Putih, Taiping",24
13/1/2014,1:00PM,Perak,Seri Manjung,25
13/1/2014,1:00PM,Perak,Tanjung Malim,32
13/1/2014,1:00PM,Selangor,Pelabuhan Kelang,49
13/1/2014,1:00PM,Selangor,Petaling Jaya,28
13/1/2014,1:00PM,Selangor,Banting,56
13/1/2014,1:00PM,Selangor,Shah Alam,60
13/1/2014,1:00PM,Selangor,Kuala Selangor,23
13/1/2014,1:00PM,Wilayah Persekutuan,"Batu Muda,Kuala Lumpur",24
13/1/2014,1:00PM,Wilayah Persekutuan,"Cheras,Kuala Lumpur",36
13/1/2014,1:00PM,Wilayah Persekutuan,Putrajaya,36
13/1/2014,1:00PM,Wilayah Persekutuan,Labuan,33
13/1/2014,1:00PM,Negeri Sembilan,Nilai,23
13/1/2014,1:00PM,Negeri Sembilan,Seremban,25
13/1/2014,1:00PM,Melaka,Bukit Rambai,49
13/1/2014,1:00PM,Johor,Pasir Gudang,32
13/1/2014,1:00PM,Johor,Larkin Lama,32
13/1/2014,1:00PM,Johor,Muar,36
13/1/2014,1:00PM,Johor,Kota Tinggi,38
13/1/2014,1:00PM,Kelantan,Tanah Merah ,34
13/1/2014,1:00PM,Kelantan,"SMK Tanjung Chat, Kota Bharu",31
13/1/2014,1:00PM,Terengganu,Kemaman,44
13/1/2014,1:00PM,Terengganu,Paka,35
13/1/2014,1:00PM,Terengganu,Kuala Terengganu,20
13/1/2014,1:00PM,Pahang,Jerantut,20
13/1/2014,1:00PM,Pahang,"Indera Mahkota, Kuantan",34
13/1/2014,1:00PM,Pahang,"Balok Baru, Kuantan",37
13/1/2014,1:00PM,Sarawak,Kuching,27
13/1/2014,1:00PM,Sarawak,Sibu,39
13/1/2014,1:00PM,Sarawak,Bintulu,37
13/1/2014,1:00PM,Sarawak,Miri,29
13/1/2014,1:00PM,Sarawak,ILP Miri,21
13/1/2014,1:00PM,Sarawak,Sarikei,38
13/1/2014,1:00PM,Sarawak,Limbang,27
13/1/2014,1:00PM,Sarawak,Samarahan,45
13/1/2014,1:00PM,Sarawak,Sri Aman,30
13/1/2014,1:00PM,Sarawak,Kapit,20
13/1/2014,1:00PM,Sabah,Kota Kinabalu,51
13/1/2014,1:00PM,Sabah,Tawau,30
13/1/2014,1:00PM,Sabah,Keningau,40
13/1/2014,1:00PM,Sabah,Sandakan,32
14/1/2014,1:00PM,Perlis,Kangar,54
14/1/2014,1:00PM,Kedah,Langkawi,36
14/1/2014,1:00PM,Kedah,Alor Setar,33
14/1/2014,1:00PM,Kedah,"Bakar Arang, Sg. Petani",54
14/1/2014,1:00PM,Pulau Pinang,USM,48
14/1/2014,1:00PM,Pulau Pinang,Perai,46
14/1/2014,1:00PM,Pulau Pinang,"Seberang Jaya 2, Perai",38
14/1/2014,1:00PM,Perak,"Jalan Tasek, Ipoh",40
14/1/2014,1:00PM,Perak,"S K Jalan Pegoh, Ipoh",61
14/1/2014,1:00PM,Perak,"Kg. Air Putih, Taiping",46
14/1/2014,1:00PM,Perak,Seri Manjung,23
14/1/2014,1:00PM,Perak,Tanjung Malim,39
14/1/2014,1:00PM,Selangor,Pelabuhan Kelang,48
14/1/2014,1:00PM,Selangor,Petaling Jaya,28
14/1/2014,1:00PM,Selangor,Banting,57
14/1/2014,1:00PM,Selangor,Shah Alam,42
14/1/2014,1:00PM,Selangor,Kuala Selangor,20
14/1/2014,1:00PM,Wilayah Persekutuan,"Batu Muda,Kuala Lumpur",30
14/1/2014,1:00PM,Wilayah Persekutuan,"Cheras,Kuala Lumpur",53
14/1/2014,1:00PM,Wilayah Persekutuan,Putrajaya,47
14/1/2014,1:00PM,Wilayah Persekutuan,Labuan,34
14/1/2014,1:00PM,Negeri Sembilan,Nilai,33
14/1/2014,1:00PM,Negeri Sembilan,Seremban,29
14/1/2014,1:00PM,Negeri Sembilan,Port Dickson,37
14/1/2014,1:00PM,Melaka,Bukit Rambai,60
14/1/2014,1:00PM,Melaka,Bandaraya Melaka,42
14/1/2014,1:00PM,Johor,Pasir Gudang,39
14/1/2014,1:00PM,Johor,Larkin Lama,38
14/1/2014,1:00PM,Johor,Muar,42
14/1/2014,1:00PM,Johor,Kota Tinggi,43
14/1/2014,1:00PM,Kelantan,Tanah Merah ,48
14/1/2014,1:00PM,Kelantan,"SMK Tanjung Chat, Kota Bharu",36
14/1/2014,1:00PM,Terengganu,Kemaman,48
14/1/2014,1:00PM,Terengganu,Paka,36
14/1/2014,1:00PM,Terengganu,Kuala Terengganu,23
14/1/2014,1:00PM,Pahang,Jerantut,24
14/1/2014,1:00PM,Pahang,"Indera Mahkota, Kuantan",41
14/1/2014,1:00PM,Pahang,"Balok Baru, Kuantan",46
14/1/2014,1:00PM,Sarawak,Sibu,32
14/1/2014,1:00PM,Sarawak,Bintulu,22
14/1/2014,1:00PM,Sarawak,Miri,28
14/1/2014,1:00PM,Sarawak,ILP Miri,14
14/1/2014,1:00PM,Sarawak,Sarikei,29
14/1/2014,1:00PM,Sarawak,Limbang,17
14/1/2014,1:00PM,Sarawak,Samarahan,45
14/1/2014,1:00PM,Sarawak,Sri Aman,31
14/1/2014,1:00PM,Sarawak,Kapit,21
14/1/2014,1:00PM,Sabah,Kota Kinabalu,28
14/1/2014,1:00PM,Sabah,Keningau,36
14/1/2014,1:00PM,Sabah,Sandakan,33
15/1/2014,1:00PM,Perlis,Kangar,51
15/1/2014,1:00PM,Kedah,Langkawi,41
15/1/2014,1:00PM,Kedah,Alor Setar,42
15/1/2014,1:00PM,Kedah,"Bakar Arang, Sg. Petani",56
15/1/2014,1:00PM,Pulau Pinang,USM,46
15/1/2014,1:00PM,Pulau Pinang,Perai,39
15/1/2014,1:00PM,Pulau Pinang,"Seberang Jaya 2, Perai",32
15/1/2014,1:00PM,Perak,"Jalan Tasek, Ipoh",39
15/1/2014,1:00PM,Perak,"S K Jalan Pegoh, Ipoh",45
15/1/2014,1:00PM,Perak,"Kg. Air Putih, Taiping",35
15/1/2014,1:00PM,Perak,Seri Manjung,19
15/1/2014,1:00PM,Perak,Tanjung Malim,33
15/1/2014,1:00PM,Selangor,Pelabuhan Kelang,56
15/1/2014,1:00PM,Selangor,Petaling Jaya,33
15/1/2014,1:00PM,Selangor,Banting,45
15/1/2014,1:00PM,Selangor,Shah Alam,45
15/1/2014,1:00PM,Selangor,Kuala Selangor,22
15/1/2014,1:00PM,Wilayah Persekutuan,"Batu Muda,Kuala Lumpur",29
15/1/2014,1:00PM,Wilayah Persekutuan,"Cheras,Kuala Lumpur",55
15/1/2014,1:00PM,Wilayah Persekutuan,Putrajaya,24
15/1/2014,1:00PM,Wilayah Persekutuan,Labuan,40
15/1/2014,1:00PM,Negeri Sembilan,Nilai,28
15/1/2014,1:00PM,Negeri Sembilan,Seremban,29
15/1/2014,1:00PM,Negeri Sembilan,Port Dickson,40
15/1/2014,1:00PM,Melaka,Bukit Rambai,64
15/1/2014,1:00PM,Melaka,Bandaraya Melaka,44
15/1/2014,1:00PM,Johor,Pasir Gudang,40
15/1/2014,1:00PM,Johor,Larkin Lama,42
15/1/2014,1:00PM,Johor,Muar,51
15/1/2014,1:00PM,Johor,Kota Tinggi,43
15/1/2014,1:00PM,Kelantan,Tanah Merah ,48
15/1/2014,1:00PM,Kelantan,"SMK Tanjung Chat, Kota Bharu",41
15/1/2014,1:00PM,Terengganu,Kemaman,52
15/1/2014,1:00PM,Terengganu,Paka,43
15/1/2014,1:00PM,Terengganu,Kuala Terengganu,27
15/1/2014,1:00PM,Pahang,Jerantut,31
15/1/2014,1:00PM,Pahang,"Balok Baru, Kuantan",50
15/1/2014,1:00PM,Sarawak,Kuching,27
15/1/2014,1:00PM,Sarawak,Sibu,18
15/1/2014,1:00PM,Sarawak,Bintulu,36
15/1/2014,1:00PM,Sarawak,Miri,33
15/1/2014,1:00PM,Sarawak,ILP Miri,31
15/1/2014,1:00PM,Sarawak,Sarikei,27
15/1/2014,1:00PM,Sarawak,Limbang,17
15/1/2014,1:00PM,Sarawak,Samarahan,35
15/1/2014,1:00PM,Sarawak,Sri Aman,25
15/1/2014,1:00PM,Sarawak,Kapit,15
15/1/2014,1:00PM,Sabah,Kota Kinabalu,22
15/1/2014,1:00PM,Sabah,Tawau,28
15/1/2014,1:00PM,Sabah,Keningau,32
15/1/2014,1:00PM,Sabah,Sandakan,24
16/1/2014,1:00PM,Perlis,Kangar,57
16/1/2014,1:00PM,Kedah,Langkawi,47
16/1/2014,1:00PM,Kedah,Alor Setar,43
16/1/2014,1:00PM,Kedah,"Bakar Arang, Sg. Petani",62
16/1/2014,1:00PM,Pulau Pinang,USM,49
16/1/2014,1:00PM,Pulau Pinang,Perai,45
16/1/2014,1:00PM,Pulau Pinang,"Seberang Jaya 2, Perai",46
16/1/2014,1:00PM,Perak,"Jalan Tasek, Ipoh",40
16/1/2014,1:00PM,Perak,"S K Jalan Pegoh, Ipoh",39
16/1/2014,1:00PM,Perak,"Kg. Air Putih, Taiping",34
16/1/2014,1:00PM,Perak,Tanjung Malim,38
16/1/2014,1:00PM,Selangor,Pelabuhan Kelang,57
16/1/2014,1:00PM,Selangor,Petaling Jaya,44
16/1/2014,1:00PM,Selangor,Banting,55
16/1/2014,1:00PM,Selangor,Shah Alam,45
16/1/2014,1:00PM,Selangor,Kuala Selangor,37
16/1/2014,1:00PM,Wilayah Persekutuan,"Batu Muda,Kuala Lumpur",39
16/1/2014,1:00PM,Wilayah Persekutuan,"Cheras,Kuala Lumpur",41
16/1/2014,1:00PM,Wilayah Persekutuan,Putrajaya,38
16/1/2014,1:00PM,Wilayah Persekutuan,Labuan,45
16/1/2014,1:00PM,Negeri Sembilan,Nilai,41
16/1/2014,1:00PM,Negeri Sembilan,Seremban,37
16/1/2014,1:00PM,Negeri Sembilan,Port Dickson,43
16/1/2014,1:00PM,Melaka,Bukit Rambai,69
16/1/2014,1:00PM,Melaka,Bandaraya Melaka,52
16/1/2014,1:00PM,Johor,Pasir Gudang,49
16/1/2014,1:00PM,Johor,Larkin Lama,49
16/1/2014,1:00PM,Johor,Muar,53
16/1/2014,1:00PM,Johor,Kota Tinggi,50
16/1/2014,1:00PM,Kelantan,Tanah Merah ,61
16/1/2014,1:00PM,Kelantan,"SMK Tanjung Chat, Kota Bharu",49
16/1/2014,1:00PM,Terengganu,Kemaman,57
16/1/2014,1:00PM,Terengganu,Paka,50
16/1/2014,1:00PM,Terengganu,Kuala Terengganu,34
16/1/2014,1:00PM,Pahang,Jerantut,38
16/1/2014,1:00PM,Pahang,"Indera Mahkota, Kuantan",54
16/1/2014,1:00PM,Pahang,"Balok Baru, Kuantan",56
16/1/2014,1:00PM,Sarawak,Kuching,41
16/1/2014,1:00PM,Sarawak,Sibu,36
16/1/2014,1:00PM,Sarawak,Bintulu,35
16/1/2014,1:00PM,Sarawak,Miri,40
16/1/2014,1:00PM,Sarawak,ILP Miri,37
16/1/2014,1:00PM,Sarawak,Sarikei,36
16/1/2014,1:00PM,Sarawak,Samarahan,42
16/1/2014,1:00PM,Sarawak,Sri Aman,30
16/1/2014,1:00PM,Sarawak,Kapit,17
16/1/2014,1:00PM,Sabah,Kota Kinabalu,42
16/1/2014,1:00PM,Sabah,Tawau,37
16/1/2014,1:00PM,Sabah,Keningau,43
16/1/2014,1:00PM,Sabah,Sandakan,29
17/1/2014,1:00PM,Perlis,Kangar,56
17/1/2014,1:00PM,Kedah,Langkawi,51
17/1/2014,1:00PM,Kedah,Alor Setar,49
17/1/2014,1:00PM,Kedah,"Bakar Arang, Sg. Petani",61
17/1/2014,1:00PM,Pulau Pinang,USM,56
17/1/2014,1:00PM,Pulau Pinang,Perai,47
17/1/2014,1:00PM,Pulau Pinang,"Seberang Jaya 2, Perai",40
17/1/2014,1:00PM,Perak,"Jalan Tasek, Ipoh",47
17/1/2014,1:00PM,Perak,"S K Jalan Pegoh, Ipoh",46
17/1/2014,1:00PM,Perak,"Kg. Air Putih, Taiping",38
17/1/2014,1:00PM,Perak,Seri Manjung,32
17/1/2014,1:00PM,Perak,Tanjung Malim,49
17/1/2014,1:00PM,Selangor,Pelabuhan Kelang,64
17/1/2014,1:00PM,Selangor,Petaling Jaya,45
17/1/2014,1:00PM,Selangor,Banting,51
17/1/2014,1:00PM,Selangor,Shah Alam,39
17/1/2014,1:00PM,Selangor,Kuala Selangor,30
17/1/2014,1:00PM,Wilayah Persekutuan,"Batu Muda,Kuala Lumpur",34
17/1/2014,1:00PM,Wilayah Persekutuan,"Cheras,Kuala Lumpur",44
17/1/2014,1:00PM,Wilayah Persekutuan,Putrajaya,43
17/1/2014,1:00PM,Wilayah Persekutuan,Labuan,47
17/1/2014,1:00PM,Negeri Sembilan,Nilai,39
17/1/2014,1:00PM,Negeri Sembilan,Seremban,39
17/1/2014,1:00PM,Negeri Sembilan,Port Dickson,43
17/1/2014,1:00PM,Melaka,Bukit Rambai,72
17/1/2014,1:00PM,Melaka,Bandaraya Melaka,52
17/1/2014,1:00PM,Johor,Pasir Gudang,44
17/1/2014,1:00PM,Johor,Larkin Lama,44
17/1/2014,1:00PM,Johor,Muar,58
17/1/2014,1:00PM,Johor,Kota Tinggi,45
17/1/2014,1:00PM,Kelantan,Tanah Merah ,59
17/1/2014,1:00PM,Kelantan,"SMK Tanjung Chat, Kota Bharu",37
17/1/2014,1:00PM,Terengganu,Kemaman,50
17/1/2014,1:00PM,Terengganu,Paka,32
17/1/2014,1:00PM,Terengganu,Kuala Terengganu,25
17/1/2014,1:00PM,Pahang,Jerantut,39
17/1/2014,1:00PM,Pahang,"Indera Mahkota, Kuantan",51
17/1/2014,1:00PM,Pahang,"Balok Baru, Kuantan",50
17/1/2014,1:00PM,Sarawak,Kuching,39
17/1/2014,1:00PM,Sarawak,Sibu,50
17/1/2014,1:00PM,Sarawak,Bintulu,48
17/1/2014,1:00PM,Sarawak,Miri,39
17/1/2014,1:00PM,Sarawak,ILP Miri,31
17/1/2014,1:00PM,Sarawak,Sarikei,52
17/1/2014,1:00PM,Sarawak,Limbang,38
17/1/2014,1:00PM,Sarawak,Samarahan,46
17/1/2014,1:00PM,Sarawak,Sri Aman,44
17/1/2014,1:00PM,Sarawak,Kapit,29
17/1/2014,1:00PM,Sabah,Tawau,31
17/1/2014,1:00PM,Sabah,Keningau,48
18/1/2014,1:00PM,Perlis,Kangar,52
18/1/2014,1:00PM,Kedah,Langkawi,43
18/1/2014,1:00PM,Kedah,Alor Setar,41
18/1/2014,1:00PM,Kedah,"Bakar Arang, Sg. Petani",56
18/1/2014,1:00PM,Pulau Pinang,USM,48
18/1/2014,1:00PM,Pulau Pinang,Perai,34
18/1/2014,1:00PM,Pulau Pinang,"Seberang Jaya 2, Perai",38
18/1/2014,1:00PM,Perak,"Jalan Tasek, Ipoh",45
18/1/2014,1:00PM,Perak,"S K Jalan Pegoh, Ipoh",44
18/1/2014,1:00PM,Perak,"Kg. Air Putih, Taiping",40
18/1/2014,1:00PM,Perak,Seri Manjung,33
18/1/2014,1:00PM,Perak,Tanjung Malim,40
18/1/2014,1:00PM,Selangor,Pelabuhan Kelang,52
18/1/2014,1:00PM,Selangor,Petaling Jaya,40
18/1/2014,1:00PM,Selangor,Banting,50
18/1/2014,1:00PM,Selangor,Shah Alam,35
18/1/2014,1:00PM,Selangor,Kuala Selangor,34
18/1/2014,1:00PM,Wilayah Persekutuan,"Cheras,Kuala Lumpur",35
18/1/2014,1:00PM,Wilayah Persekutuan,Putrajaya,40
18/1/2014,1:00PM,Wilayah Persekutuan,Labuan,40
18/1/2014,1:00PM,Negeri Sembilan,Nilai,37
18/1/2014,1:00PM,Negeri Sembilan,Seremban,36
18/1/2014,1:00PM,Negeri Sembilan,Port Dickson,42
18/1/2014,1:00PM,Melaka,Bukit Rambai,68
18/1/2014,1:00PM,Melaka,Bandaraya Melaka,51
18/1/2014,1:00PM,Johor,Pasir Gudang,42
18/1/2014,1:00PM,Johor,Larkin Lama,36
18/1/2014,1:00PM,Johor,Muar,58
18/1/2014,1:00PM,Kelantan,Tanah Merah ,46
18/1/2014,1:00PM,Kelantan,"SMK Tanjung Chat, Kota Bharu",36
18/1/2014,1:00PM,Terengganu,Kemaman,46
18/1/2014,1:00PM,Terengganu,Paka,32
18/1/2014,1:00PM,Terengganu,Kuala Terengganu,22
18/1/2014,1:00PM,Pahang,Jerantut,31
18/1/2014,1:00PM,Pahang,"Indera Mahkota, Kuantan",41
18/1/2014,1:00PM,Pahang,"Balok Baru, Kuantan",45
18/1/2014,1:00PM,Sarawak,Kuching,30
18/1/2014,1:00PM,Sarawak,Sibu,51
18/1/2014,1:00PM,Sarawak,Bintulu,44
18/1/2014,1:00PM,Sarawak,Miri,28
18/1/2014,1:00PM,Sarawak,ILP Miri,23
18/1/2014,1:00PM,Sarawak,Sarikei,53
18/1/2014,1:00PM,Sarawak,Limbang,24
18/1/2014,1:00PM,Sarawak,Samarahan,38
18/1/2014,1:00PM,Sarawak,Sri Aman,37
18/1/2014,1:00PM,Sarawak,Kapit,24
18/1/2014,1:00PM,Sabah,Kota Kinabalu,44
18/1/2014,1:00PM,Sabah,Tawau,30
18/1/2014,1:00PM,Sabah,Keningau,46
18/1/2014,1:00PM,Sabah,Sandakan,23
19/1/2014,1:00PM,Perlis,Kangar,49
19/1/2014,1:00PM,Kedah,Langkawi,36
19/1/2014,1:00PM,Kedah,Alor Setar,25
19/1/2014,1:00PM,Kedah,"Bakar Arang, Sg. Petani",52
19/1/2014,1:00PM,Pulau Pinang,USM,39
19/1/2014,1:00PM,Pulau Pinang,Perai,35
19/1/2014,1:00PM,Pulau Pinang,"Seberang Jaya 2, Perai",36
19/1/2014,1:00PM,Perak,"Jalan Tasek, Ipoh",44
19/1/2014,1:00PM,Perak,"S K Jalan Pegoh, Ipoh",51
19/1/2014,1:00PM,Perak,"Kg. Air Putih, Taiping",35
19/1/2014,1:00PM,Perak,Seri Manjung,27
19/1/2014,1:00PM,Perak,Tanjung Malim,36
19/1/2014,1:00PM,Selangor,Pelabuhan Kelang,50
19/1/2014,1:00PM,Selangor,Petaling Jaya,32
19/1/2014,1:00PM,Selangor,Banting,46
19/1/2014,1:00PM,Selangor,Shah Alam,54
19/1/2014,1:00PM,Selangor,Kuala Selangor,24
19/1/2014,1:00PM,Wilayah Persekutuan,"Batu Muda,Kuala Lumpur",30
19/1/2014,1:00PM,Wilayah Persekutuan,"Cheras,Kuala Lumpur",46
19/1/2014,1:00PM,Wilayah Persekutuan,Putrajaya,37
19/1/2014,1:00PM,Wilayah Persekutuan,Labuan,37
19/1/2014,1:00PM,Negeri Sembilan,Nilai,33
19/1/2014,1:00PM,Negeri Sembilan,Seremban,30
19/1/2014,1:00PM,Negeri Sembilan,Port Dickson,35
19/1/2014,1:00PM,Melaka,Bukit Rambai,57
19/1/2014,1:00PM,Melaka,Bandaraya Melaka,44
19/1/2014,1:00PM,Johor,Pasir Gudang,41
19/1/2014,1:00PM,Johor,Larkin Lama,35
19/1/2014,1:00PM,Johor,Muar,54
19/1/2014,1:00PM,Johor,Kota Tinggi,38
19/1/2014,1:00PM,Kelantan,Tanah Merah ,50
